project_name,class_name,wmc,cbo,dit,lcom,rfc,noc,numberOfLinesOfCode,numberOfMethods,numberOfVersionsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,defective
eclipse,org::eclipse::jdt::internal::core::search::matching::OrLocator,44.0,5,2,36,30.0,0,124.0,9.0,27,8,317.0,98.0,11.7407,91.0,35.0,3.37037,226.0,63.0,8.37037,248.571,58.6223,0
eclipse,org::eclipse::jdt::internal::core::OpenableElementInfo,2.0,3,2,3,3.0,6,6.0,3.0,17,5,66.0,23.0,3.88235,41.0,17.0,2.41176,25.0,22.0,1.47059,367.0,118.11,0
eclipse,org::eclipse::jdt::internal::compiler::ast::IntLiteralMinValue,2.0,0,7,1,2.0,0,7.0,2.0,16,4,79.0,27.0,4.9375,81.0,27.0,5.0625,-2.0,6.0,-0.125,367.0,74.094,0
eclipse,org::eclipse::jdt::internal::core::search::matching::AndLocator,25.0,1,2,21,17.0,0,74.0,7.0,3,2,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,49.8571,40.6667,0
eclipse,org::eclipse::jdt::internal::compiler::codegen::CharArrayCache,36.0,4,1,55,33.0,0,118.0,11.0,34,7,553.0,184.0,16.2647,514.0,184.0,15.1176,39.0,25.0,1.14706,367.0,78.5451,0
eclipse,org::eclipse::jdt::internal::core::search::matching::MethodLocator,175.0,26,2,190,176.0,0,526.0,20.0,107,9,1707.0,139.0,15.9533,863.0,70.0,8.06542,844.0,119.0,7.88785,248.571,94.0384,1
eclipse,org::eclipse::jdt::core::BufferChangedEvent,5.0,2,1,10,5.0,0,18.0,5.0,22,4,192.0,109.0,8.72727,185.0,109.0,8.40909,7.0,5.0,0.318182,367.0,58.026,0
eclipse,org::eclipse::jdt::internal::core::NullBuffer,1.0,1,2,0,1.0,0,3.0,1.0,2,1,2.0,2.0,1.0,3.0,3.0,1.5,-1.0,0.0,-0.5,57.8571,0.0,0
eclipse,org::eclipse::jdt::core::dom::ReturnStatement,16.0,3,3,66,35.0,0,60.0,12.0,34,7,316.0,122.0,9.29412,183.0,122.0,5.38235,133.0,59.0,3.91176,333.143,70.3734,0
eclipse,org::eclipse::jdt::internal::core::CopyPackageFragmentRootOperation,46.0,15,2,15,104.0,1,223.0,6.0,35,7,215.0,50.0,6.14286,148.0,46.0,4.22857,67.0,41.0,1.91429,281.143,35.0671,1
eclipse,org::eclipse::jdt::internal::core::MultiOperation,56.0,18,2,136,81.0,4,165.0,17.0,28,7,981.0,334.0,35.0357,1039.0,334.0,37.1071,-58.0,12.0,-2.07143,367.0,59.3,0
eclipse,org::eclipse::jdt::internal::core::ProjectReferenceChange,12.0,5,1,3,12.0,0,77.0,3.0,8,2,132.0,62.0,16.5,104.0,50.0,13.0,28.0,12.0,3.5,105.0,81.7056,1
eclipse,org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference,10.0,7,7,15,17.0,1,38.0,6.0,38,5,239.0,58.0,6.28947,226.0,58.0,5.94737,13.0,9.0,0.342105,367.0,67.2791,1
eclipse,org::eclipse::jdt::internal::core::search::processing::JobManager,93.0,15,1,120,122.0,1,383.0,16.0,116,8,1922.0,368.0,16.569,1691.0,368.0,14.5776,231.0,29.0,1.99138,367.0,76.0182,0
eclipse,org::eclipse::jdt::internal::core::search::matching::MemberDeclarationVisitor,39.0,6,2,21,23.0,0,142.0,7.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2857,0.0,0
eclipse,org::eclipse::jdt::core::dom::SimpleName,32.0,62,4,105,47.0,0,124.0,15.0,58,8,673.0,206.0,11.6034,476.0,206.0,8.2069,197.0,49.0,3.39655,333.143,65.2539,0
eclipse,org::eclipse::jdt::internal::eval::CodeSnippetToCuMapper,24.0,4,1,21,32.0,0,233.0,7.0,76,8,1158.0,300.0,15.2368,1252.0,370.0,16.4737,-94.0,23.0,-1.23684,367.0,66.1541,0
eclipse,org::eclipse::jdt::internal::core::builder::JavaBuilder,196.0,25,1,465,319.0,0,661.0,31.0,167,11,2144.0,515.0,12.8383,1636.0,515.0,9.79641,508.0,47.0,3.04192,329.0,77.0235,0
eclipse,org::eclipse::jdt::core::dom::AnnotationTypeDeclaration,26.0,7,4,136,57.0,0,98.0,17.0,27,5,629.0,146.0,23.2963,80.0,12.0,2.96296,549.0,146.0,20.3333,226.0,3.16489,0
eclipse,org::eclipse::jdt::internal::compiler::util::SimpleNameVector,18.0,3,1,45,20.0,0,64.0,10.0,29,4,280.0,93.0,9.65517,256.0,93.0,8.82759,24.0,25.0,0.827586,367.0,34.4097,0
eclipse,org::eclipse::jdt::internal::core::SearchableEnvironment,38.0,17,1,66,54.0,1,144.0,12.0,90,8,4337.0,329.0,48.1889,4198.0,329.0,46.6444,139.0,101.0,1.54444,367.0,36.5847,1
eclipse,org::eclipse::jdt::core::dom::LabeledStatement,27.0,6,3,91,53.0,0,107.0,14.0,38,7,493.0,173.0,12.9737,285.0,173.0,7.5,208.0,75.0,5.47368,333.143,73.2634,0
eclipse,org::eclipse::jdt::internal::core::search::AbstractSearchScope,4.0,1,1,10,5.0,2,12.0,5.0,21,5,147.0,54.0,7.0,139.0,54.0,6.61905,8.0,31.0,0.380952,367.0,56.1244,0
eclipse,org::eclipse::jdt::internal::core::hierarchy::HierarchyBuilder,51.0,22,1,55,89.0,2,242.0,11.0,82,7,1665.0,441.0,20.3049,1510.0,441.0,18.4146,155.0,135.0,1.89024,367.0,71.0099,0
eclipse,org::eclipse::jdt::internal::compiler::ast::Argument,38.0,23,5,28,56.0,2,132.0,8.0,80,8,620.0,91.0,7.75,506.0,91.0,6.325,114.0,15.0,1.425,367.0,106.514,0
eclipse,org::eclipse::jdt::internal::codeassist::MissingTypesGuesser,32.0,10,2,36,44.0,0,186.0,9.0,4,2,11.0,8.0,2.75,11.0,8.0,2.75,0.0,0.0,0.0,87.7143,8.35065,0
eclipse,org::eclipse::jdt::internal::core::util::JavaElementFinder,26.0,9,2,66,54.0,0,89.0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0
eclipse,org::eclipse::jdt::internal::compiler::flow::ConditionalFlowInfo,43.0,2,2,496,68.0,0,145.0,32.0,33,5,798.0,141.0,24.1818,730.0,127.0,22.1212,68.0,72.0,2.06061,367.0,112.254,0
eclipse,org::eclipse::jdt::internal::core::search::JavaWorkspaceScope,40.0,12,3,36,60.0,0,155.0,9.0,47,9,502.0,140.0,10.6809,300.0,140.0,6.38298,202.0,71.0,4.29787,367.0,154.785,0
eclipse,org::eclipse::jdt::internal::core::MoveResourceElementsOperation,3.0,1,4,3,3.0,1,9.0,3.0,28,5,104.0,44.0,3.71429,103.0,44.0,3.67857,1.0,6.0,0.0357143,367.0,59.0316,0
eclipse,org::eclipse::jdt::internal::core::BatchInitializationMonitor,18.0,1,1,45,27.0,0,55.0,10.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7143,0.0,0
eclipse,org::eclipse::jdt::internal::compiler::util::Util,120.0,61,1,171,143.0,0,513.0,19.0,87,7,3123.0,378.0,35.8966,2127.0,378.0,24.4483,996.0,216.0,11.4483,363.857,109.912,1
eclipse,org::eclipse::jdt::internal::core::CancelableProblemFactory,4.0,1,2,1,6.0,0,9.0,2.0,7,4,19.0,7.0,2.71429,13.0,5.0,1.85714,6.0,6.0,0.857143,191.571,95.6842,0
eclipse,org::eclipse::jdt::internal::core::LocalVariable,55.0,20,4,300,78.0,0,222.0,25.0,35,8,219.0,110.0,6.25714,49.0,7.0,1.4,170.0,106.0,4.85714,243.857,141.279,1
eclipse,org::eclipse::jdt::internal::compiler::ast::MethodDeclaration,69.0,21,3,28,59.0,4,198.0,8.0,84,6,857.0,102.0,10.2024,680.0,102.0,8.09524,177.0,59.0,2.10714,367.0,122.828,1
eclipse,org::eclipse::jdt::internal::core::ResolvedBinaryType,7.0,5,8,15,11.0,0,26.0,6.0,8,3,28.0,7.0,3.5,18.0,5.0,2.25,10.0,6.0,1.25,175.0,34.1888,0
eclipse,org::eclipse::jdt::internal::compiler::lookup::InnerEmulationDependency,1.0,1,1,0,1.0,0,4.0,1.0,17,4,68.0,23.0,4.0,68.0,23.0,4.0,0.0,6.0,0.0,367.0,61.6723,0
eclipse,org::eclipse::jdt::internal::core::CreateTypeOperation,16.0,11,4,28,35.0,0,62.0,8.0,41,7,337.0,105.0,8.21951,316.0,105.0,7.70732,21.0,15.0,0.512195,367.0,80.2128,0
eclipse,org::eclipse::jdt::internal::core::hierarchy::RegionBasedHierarchyBuilder,31.0,12,2,21,61.0,0,156.0,7.0,37,5,1295.0,285.0,35.0,1325.0,285.0,35.8108,-30.0,43.0,-0.810811,367.0,63.2596,0
eclipse,org::eclipse::jdt::internal::core::util::PublicScanner,1169.0,9,1,1225,374.0,0,3449.0,50.0,135,9,5002.0,649.0,37.0519,4154.0,634.0,30.7704,848.0,269.0,6.28148,288.143,96.7068,0
eclipse,org::eclipse::jdt::internal::compiler::ast::Block,30.0,16,3,45,32.0,0,97.0,10.0,51,5,809.0,159.0,15.8627,805.0,159.0,15.7843,4.0,13.0,0.0784314,367.0,44.356,0
eclipse,org::eclipse::jdt::internal::core::search::matching::MatchLocator,419.0,102,1,1431,572.0,0,1531.0,54.0,381,9,19905.0,1343.0,52.2441,16702.0,1343.0,43.8373,3203.0,240.0,8.40682,367.0,76.8359,1
eclipse,org::eclipse::jdt::internal::compiler::ast::ExplicitConstructorCall,104.0,26,3,105,127.0,2,364.0,15.0,85,8,2035.0,315.0,23.9412,1862.0,315.0,21.9059,173.0,55.0,2.03529,367.0,80.5213,1
eclipse,org::eclipse::jdt::core::dom::SimpleType,19.0,12,3,66,37.0,0,72.0,12.0,42,7,365.0,126.0,8.69048,218.0,126.0,5.19048,147.0,60.0,3.5,333.143,73.5362,0
eclipse,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter,50.0,11,1,120,65.0,0,258.0,16.0,34,8,1053.0,319.0,30.9706,473.0,70.0,13.9118,580.0,249.0,17.0588,220.143,26.9399,0
eclipse,org::eclipse::jdt::internal::core::builder::ProblemFactory,3.0,3,2,1,5.0,0,9.0,2.0,12,5,58.0,31.0,4.83333,52.0,31.0,4.33333,6.0,5.0,0.5,329.0,40.2143,0
eclipse,org::eclipse::jdt::internal::core::ExternalFolderChange,7.0,6,1,3,13.0,0,27.0,3.0,3,1,9.0,7.0,3.0,35.0,23.0,11.6667,-26.0,0.0,-8.66667,16.0,1.73016,0
eclipse,org::eclipse::jdt::internal::compiler::ClassFilePool,8.0,3,1,10,10.0,0,30.0,5.0,5,2,22.0,10.0,4.4,28.0,17.0,5.6,-6.0,10.0,-1.2,117.0,55.5325,0
eclipse,org::eclipse::jdt::internal::core::hierarchy::HierarchyType,4.0,4,2,6,7.0,0,17.0,4.0,14,5,129.0,87.0,9.21429,156.0,87.0,11.1429,-27.0,5.0,-1.92857,331.857,44.6523,0
eclipse,org::eclipse::jdt::internal::compiler::batch::Main,659.0,39,1,666,917.0,0,2557.0,37.0,397,10,22934.0,2078.0,57.7683,19199.0,2001.0,48.3602,3735.0,630.0,9.40806,367.0,176.29,1
eclipse,org::eclipse::jdt::internal::compiler::ast::CombinedBinaryExpression,47.0,6,6,36,64.0,0,266.0,9.0,4,3,21.0,19.0,5.25,15.0,13.0,3.75,6.0,6.0,1.5,103.143,69.2925,0
eclipse,org::eclipse::jdt::internal::core::util::RuntimeInvisibleAnnotationsAttribute,5.0,5,3,3,6.0,0,22.0,3.0,7,3,146.0,69.0,20.8571,8.0,4.0,1.14286,138.0,69.0,19.7143,222.857,10.5264,0
eclipse,org::eclipse::jdt::internal::antadapter::AntAdapterMessages,2.0,4,1,1,5.0,0,12.0,2.0,7,3,9.0,5.0,1.28571,9.0,5.0,1.28571,0.0,0.0,0.0,236.143,63.6984,0
eclipse,org::eclipse::jdt::internal::core::search::indexing::SaveIndex,9.0,5,2,3,10.0,0,30.0,3.0,21,5,65.0,16.0,3.09524,77.0,21.0,3.66667,-12.0,1.0,-0.571429,288.857,36.0571,0
eclipse,org::eclipse::jdt::internal::core::JavaModel,79.0,43,4,496,118.0,0,235.0,32.0,112,7,1709.0,500.0,15.2589,1953.0,593.0,17.4375,-244.0,44.0,-2.17857,367.0,61.1051,1
eclipse,org::eclipse::jdt::internal::compiler::lookup::FieldBinding,74.0,39,3,253,64.0,3,251.0,23.0,71,10,979.0,202.0,13.7887,716.0,210.0,10.0845,263.0,50.0,3.70423,367.0,132.269,1
eclipse,org::eclipse::jdt::internal::compiler::lookup::ParameterizedFieldBinding,6.0,3,4,6,8.0,0,24.0,4.0,19,5,201.0,39.0,10.5789,99.0,42.0,5.21053,102.0,33.0,5.36842,224.0,50.1599,0
eclipse,org::eclipse::jdt::internal::codeassist::complete::CompletionOnPackageReference,4.0,2,3,1,7.0,0,12.0,2.0,28,5,139.0,53.0,4.96429,136.0,53.0,4.85714,3.0,6.0,0.107143,367.0,53.7605,0
eclipse,org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldType,2.0,2,5,1,4.0,0,10.0,2.0,12,4,56.0,27.0,4.66667,45.0,27.0,3.75,11.0,10.0,0.916667,334.714,46.8112,0
eclipse,org::eclipse::jdt::internal::compiler::lookup::ProblemBinding,4.0,3,2,6,4.0,0,13.0,4.0,16,4,115.0,55.0,7.1875,119.0,55.0,7.4375,-4.0,6.0,-0.25,367.0,51.2435,0
eclipse,org::eclipse::jdt::internal::core::CreateTypeHierarchyOperation,12.0,8,2,10,15.0,0,35.0,5.0,21,6,246.0,104.0,11.7143,229.0,104.0,10.9048,17.0,12.0,0.809524,367.0,55.2096,0
eclipse,org::eclipse::jdt::core::search::MethodReferenceMatch,4.0,1,4,6,4.0,0,13.0,4.0,35,5,386.0,100.0,11.0286,214.0,100.0,6.11429,172.0,37.0,4.91429,227.571,92.5426,1
eclipse,org::eclipse::jdt::internal::eval::CodeSnippetQualifiedNameReference,140.0,19,7,78,226.0,0,551.0,13.0,73,7,2135.0,604.0,29.2466,2223.0,604.0,30.4521,-88.0,22.0,-1.20548,367.0,73.4238,1
eclipse,org::eclipse::jdt::internal::codeassist::complete::CompletionJavadocParser,207.0,18,3,276,169.0,0,768.0,24.0,33,4,617.0,331.0,18.697,324.0,129.0,9.81818,293.0,202.0,8.87879,140.143,4.84719,0
eclipse,org::eclipse::jdt::core::dom::EmptyStatement,8.0,5,3,28,18.0,0,29.0,8.0,30,7,198.0,77.0,6.6,115.0,77.0,3.83333,83.0,36.0,2.76667,333.143,72.3867,0
eclipse,org::eclipse::jdt::core::dom::SimplePropertyDescriptor,5.0,4,2,3,5.0,0,14.0,3.0,9,4,12.0,4.0,1.33333,11.0,4.0,1.22222,1.0,1.0,0.111111,224.857,76.9405,0
eclipse,org::eclipse::jdt::internal::core::SourceRange,8.0,12,1,15,12.0,0,28.0,6.0,26,4,153.0,47.0,5.88462,139.0,47.0,5.34615,14.0,15.0,0.538462,367.0,65.3119,0
eclipse,org::eclipse::jdt::internal::core::BinaryType,177.0,48,7,1540,367.0,1,698.0,56.0,183,9,2680.0,542.0,14.6448,1779.0,542.0,9.72131,901.0,84.0,4.9235,367.0,108.119,1
eclipse,org::eclipse::jdt::core::search::TypeParameterDeclarationMatch,1.0,1,2,0,1.0,0,3.0,1.0,3,3,5.0,4.0,1.66667,5.0,4.0,1.66667,0.0,0.0,0.0,177.143,3.45714,0
eclipse,org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute,5.0,3,3,3,5.0,0,21.0,3.0,8,4,155.0,76.0,19.375,19.0,11.0,2.375,136.0,76.0,17.0,223.571,10.482,0
eclipse,org::eclipse::jdt::core::util::ByteCodeVisitorAdapter,204.0,0,1,20706,204.0,0,612.0,204.0,11,3,234.0,205.0,21.2727,29.0,9.0,2.63636,205.0,205.0,18.6364,322.714,69.5672,1
eclipse,org::eclipse::jdt::internal::compiler::ast::ThisReference,21.0,8,5,91,29.0,3,78.0,14.0,44,6,328.0,72.0,7.45455,277.0,72.0,6.29545,51.0,34.0,1.15909,367.0,68.76,0
eclipse,org::eclipse::jdt::internal::compiler::Compiler,73.0,24,1,120,125.0,3,407.0,16.0,140,10,7441.0,594.0,53.15,6989.0,594.0,49.9214,452.0,111.0,3.22857,367.0,55.6267,1
eclipse,org::eclipse::jdt::internal::compiler::flow::FlowContext,108.0,28,1,351,92.0,4,379.0,27.0,72,7,3216.0,448.0,44.6667,3112.0,448.0,43.2222,104.0,52.0,1.44444,367.0,109.796,1
eclipse,org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedNameReference,9.0,4,7,3,20.0,0,36.0,3.0,35,6,205.0,78.0,5.85714,214.0,78.0,6.11429,-9.0,6.0,-0.257143,367.0,63.5052,0
eclipse,org::eclipse::jdt::internal::core::DeletePackageFragmentRootOperation,26.0,12,2,15,49.0,0,120.0,6.0,21,5,138.0,55.0,6.57143,106.0,37.0,5.04762,32.0,18.0,1.52381,281.143,48.5166,0
eclipse,org::eclipse::jdt::internal::compiler::ast::BreakStatement,16.0,9,4,6,28.0,0,72.0,4.0,13,5,85.0,60.0,6.53846,85.0,65.0,6.53846,0.0,3.0,0.0,270.143,133.121,0
eclipse,org::eclipse::jdt::internal::formatter::FormatJavadocBlock,86.0,7,2,171,62.0,0,238.0,19.0,7,1,122.0,35.0,17.4286,44.0,17.0,6.28571,78.0,30.0,11.1429,9.14286,1.79742,0
eclipse,org::eclipse::jdt::internal::compiler::classfmt::FieldInfo,86.0,23,2,276,135.0,1,305.0,24.0,66,8,1809.0,310.0,27.4091,1676.0,310.0,25.3939,133.0,87.0,2.01515,367.0,97.146,0
eclipse,org::eclipse::jdt::internal::codeassist::select::SelectionJavadoc,27.0,4,3,6,11.0,0,80.0,4.0,6,1,63.0,33.0,10.5,87.0,32.0,14.5,-24.0,1.0,-4.0,169.571,7.85714,0
eclipse,org::eclipse::jdt::internal::core::util::LineNumberAttribute,5.0,2,3,3,5.0,0,23.0,3.0,14,5,59.0,12.0,4.21429,70.0,19.0,5.0,-11.0,4.0,-0.785714,322.714,69.0678,0
eclipse,org::eclipse::jdt::internal::core::PackageFragmentRootInfo,30.0,12,3,45,37.0,1,110.0,10.0,53,7,420.0,133.0,7.92453,382.0,133.0,7.20755,38.0,19.0,0.716981,367.0,88.0983,0
eclipse,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFlattener,29.0,9,2,66,61.0,1,92.0,12.0,24,6,1029.0,316.0,42.875,448.0,159.0,18.6667,581.0,290.0,24.2083,220.143,15.1756,0
eclipse,org::eclipse::jdt::core::dom::ForStatement,29.0,6,3,136,61.0,0,117.0,17.0,45,7,625.0,230.0,13.8889,368.0,230.0,8.17778,257.0,104.0,5.71111,333.143,71.442,0
eclipse,org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser,449.0,13,1,351,368.0,0,2262.0,27.0,43,8,888.0,445.0,20.6512,427.0,216.0,9.93023,461.0,229.0,10.7209,262.0,102.345,0
eclipse,org::eclipse::jdt::core::dom::ASTNode,206.0,150,1,1830,209.0,19,657.0,61.0,112,10,5361.0,1562.0,47.8661,2652.0,1562.0,23.6786,2709.0,746.0,24.1875,333.143,72.771,0
eclipse,org::eclipse::jdt::internal::codeassist::InternalCompletionContext,12.0,2,1,45,11.0,1,48.0,10.0,13,3,130.0,45.0,10.0,21.0,14.0,1.61538,109.0,31.0,8.38461,169.857,89.5549,1
eclipse,org::eclipse::jdt::internal::compiler::ast::IfStatement,45.0,11,3,15,69.0,0,192.0,6.0,78,7,1025.0,277.0,13.141,1060.0,277.0,13.5897,-35.0,64.0,-0.448718,367.0,65.5231,0
eclipse,org::eclipse::jdt::core::dom::CharacterLiteral,57.0,7,3,105,85.0,0,220.0,15.0,49,8,785.0,308.0,16.0204,525.0,308.0,10.7143,260.0,61.0,5.30612,333.143,67.7934,1
eclipse,org::eclipse::jdt::internal::compiler::lookup::SignatureWrapper,17.0,4,1,10,11.0,0,47.0,5.0,9,4,149.0,68.0,16.5556,13.0,4.0,1.44444,136.0,68.0,15.1111,220.857,9.39981,0
eclipse,org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies,4.0,13,1,6,8.0,0,40.0,4.0,18,4,246.0,75.0,13.6667,254.0,75.0,14.1111,-8.0,9.0,-0.444444,367.0,53.8084,0
eclipse,org::eclipse::jdt::internal::core::search::BasicSearchEngine,148.0,39,1,190,211.0,0,712.0,20.0,65,5,1612.0,232.0,24.8,1119.0,217.0,17.2154,493.0,231.0,7.58461,178.143,49.9435,1
eclipse,org::eclipse::jdt::internal::compiler::batch::FileFinder,7.0,3,1,1,16.0,0,23.0,2.0,31,4,157.0,48.0,5.06452,182.0,48.0,5.87097,-25.0,6.0,-0.806452,367.0,79.3467,0
eclipse,org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion,50.0,6,2,45,51.0,1,121.0,10.0,7,1,9.0,4.0,1.28571,8.0,4.0,1.14286,1.0,1.0,0.142857,168.857,85.9841,0
eclipse,org::eclipse::jdt::internal::eval::CodeSnippetCompiler,2.0,2,2,1,4.0,0,24.0,2.0,35,6,154.0,42.0,4.4,123.0,42.0,3.51429,31.0,18.0,0.885714,367.0,84.1169,0
eclipse,org::eclipse::jdt::core::dom::Message,8.0,2,1,10,8.0,0,27.0,5.0,11,6,250.0,134.0,22.7273,168.0,134.0,15.2727,82.0,64.0,7.45455,332.0,21.8657,0
eclipse,org::eclipse::jdt::internal::compiler::ast::SingleNameReference,253.0,32,6,210,277.0,5,787.0,21.0,150,10,4705.0,765.0,31.3667,4440.0,746.0,29.6,265.0,43.0,1.76667,367.0,155.141,1
eclipse,org::eclipse::jdt::internal::core::Openable,92.0,38,3,595,177.0,6,327.0,35.0,140,8,2114.0,539.0,15.1,2023.0,539.0,14.45,91.0,206.0,0.65,367.0,72.7247,0
eclipse,org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding,4.0,8,3,1,2.0,0,8.0,2.0,23,7,124.0,39.0,5.3913,123.0,39.0,5.34783,1.0,5.0,0.0434783,367.0,80.6912,0
eclipse,org::eclipse::jdt::internal::codeassist::impl::AssistInitializer,3.0,2,6,3,5.0,0,13.0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,0
eclipse,org::eclipse::jdt::internal::formatter::comment::SingleCommentLine,12.0,4,2,36,25.0,0,48.0,9.0,3,1,2.0,1.0,0.666667,2.0,1.0,0.666667,0.0,0.0,0.0,168.857,56.0,0
eclipse,org::eclipse::jdt::internal::compiler::codegen::DoubleCache,32.0,4,1,15,17.0,0,88.0,6.0,30,5,578.0,138.0,19.2667,576.0,138.0,19.2,2.0,10.0,0.0666667,367.0,76.868,0
eclipse,org::eclipse::jdt::internal::core::util::LRUCache,49.0,16,1,276,79.0,1,276.0,24.0,36,5,833.0,498.0,23.1389,822.0,498.0,22.8333,11.0,30.0,0.305556,367.0,77.5493,0
eclipse,org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern,1.0,2,6,0,2.0,0,7.0,1.0,33,7,276.0,150.0,8.36364,364.0,150.0,11.0303,-88.0,15.0,-2.66667,343.0,44.9234,1
eclipse,org::eclipse::jdt::internal::compiler::util::SimpleLookupTable,45.0,25,1,55,31.0,0,127.0,11.0,7,4,22.0,12.0,3.14286,11.0,4.0,1.57143,11.0,11.0,1.57143,193.857,83.013,0
eclipse,org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding,13.0,23,4,21,23.0,0,48.0,7.0,31,8,216.0,41.0,6.96774,171.0,41.0,5.51613,45.0,36.0,1.45161,367.0,146.976,0
eclipse,org::eclipse::jdt::internal::core::NamedMember,34.0,24,5,45,82.0,4,178.0,10.0,22,5,368.0,85.0,16.7273,101.0,31.0,4.59091,267.0,65.0,12.1364,205.857,59.2092,0
eclipse,org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo,1.0,2,4,1,2.0,0,4.0,2.0,17,5,91.0,42.0,5.35294,104.0,42.0,6.11765,-13.0,4.0,-0.764706,367.0,72.0581,0
eclipse,org::eclipse::jdt::core::dom::ASTParser,89.0,41,1,210,170.0,0,426.0,21.0,106,11,4597.0,1604.0,43.3679,2447.0,849.0,23.0849,2150.0,1604.0,20.283,225.286,17.0975,1
eclipse,org::eclipse::jdt::internal::core::SourceMethodInfo,4.0,1,6,10,5.0,1,12.0,5.0,4,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,184.571,31.7143,0
eclipse,org::eclipse::jdt::internal::core::JavaElementInfo,13.0,17,1,15,13.0,2,47.0,6.0,25,6,443.0,128.0,17.72,511.0,128.0,20.44,-68.0,3.0,-2.72,367.0,58.7591,0
eclipse,org::eclipse::jdt::internal::core::dom::rewrite::NodeRewriteEvent,15.0,6,2,28,26.0,0,59.0,8.0,9,5,31.0,11.0,3.44444,31.0,11.0,3.44444,0.0,0.0,0.0,220.143,16.5392,0
eclipse,org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression,56.0,10,6,15,87.0,0,230.0,6.0,52,6,1715.0,296.0,32.9808,1882.0,323.0,36.1923,-167.0,22.0,-3.21154,367.0,65.6336,0
eclipse,org::eclipse::jdt::internal::core::search::indexing::SourceIndexer,6.0,7,2,1,14.0,0,35.0,2.0,58,10,317.0,78.0,5.46552,334.0,78.0,5.75862,-17.0,10.0,-0.293103,367.0,92.6327,1
eclipse,org::eclipse::jdt::core::dom::ThisExpression,16.0,2,3,66,33.0,0,59.0,12.0,38,7,373.0,119.0,9.81579,276.0,119.0,7.26316,97.0,65.0,2.55263,333.143,68.8728,0
eclipse,org::eclipse::jdt::internal::core::builder::SourceFile,15.0,11,2,45,38.0,0,68.0,10.0,39,8,449.0,104.0,11.5128,403.0,104.0,10.3333,46.0,16.0,1.17949,329.0,41.8762,0
eclipse,org::eclipse::jdt::core::ElementChangedEvent,3.0,2,1,3,3.0,0,10.0,3.0,30,4,387.0,121.0,12.9,295.0,121.0,9.83333,92.0,71.0,3.06667,367.0,101.296,0
eclipse,org::eclipse::jdt::internal::formatter::FormatterCommentParser,129.0,13,3,300,130.0,0,495.0,25.0,13,1,337.0,78.0,25.9231,167.0,45.0,12.8462,170.0,50.0,13.0769,9.14286,1.99788,1
eclipse,org::eclipse::jdt::core::dom::StructuralPropertyDescriptor,14.0,8,1,21,20.0,3,44.0,7.0,9,4,14.0,4.0,1.55556,13.0,4.0,1.44444,1.0,1.0,0.111111,224.857,67.7959,0
eclipse,org::eclipse::jdt::internal::compiler::lookup::BlockScope,169.0,87,2,276,157.0,2,546.0,24.0,143,10,7111.0,1444.0,49.7273,7724.0,1444.0,54.014,-613.0,217.0,-4.28671,367.0,74.1449,1
eclipse,org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment,321.0,84,1,703,312.0,0,1069.0,38.0,156,11,3401.0,580.0,21.8013,2342.0,588.0,15.0128,1059.0,222.0,6.78846,367.0,152.001,1
eclipse,org::eclipse::jdt::core::dom::BodyDeclaration,19.0,17,2,120,38.0,6,74.0,16.0,40,7,624.0,92.0,15.6,271.0,89.0,6.775,353.0,74.0,8.825,333.143,96.3013,0
eclipse,org::eclipse::jdt::core::dom::ConditionalExpression,35.0,4,3,120,65.0,0,141.0,16.0,36,7,614.0,220.0,17.0556,384.0,220.0,10.6667,230.0,86.0,6.38889,333.143,71.7064,0
